project_name,employee_name,position,salary,budget,project_manager
Проект_34,Сотрудник_1383,Аналитик,67013,507683,Сотрудник_301
Проект_20,Сотрудник_1384,Аналитик,82155,264373,Сотрудник_1566
Проект_97,Сотрудник_1385,Тестировщик,65573,252742,Сотрудник_219
Проект_80,Сотрудник_1386,Менеджер,91588,297013,Сотрудник_859
Проект_96,Сотрудник_1387,Менеджер,96690,346560,Сотрудник_670
Проект_47,Сотрудник_1388,Тестировщик,119309,548656,Сотрудник_1883
Проект_47,Сотрудник_1389,Аналитик,100012,548656,Сотрудник_1883
Проект_32,Сотрудник_1390,Менеджер,68147,436121,Сотрудник_1750
Проект_33,Сотрудник_1391,Менеджер,86412,157767,Сотрудник_587
Проект_30,Сотрудник_1392,Разработчик,70140,968469,Сотрудник_595
Проект_49,Сотрудник_1393,Аналитик,90390,260437,Сотрудник_1238
Проект_43,Сотрудник_1394,Аналитик,93159,986278,Сотрудник_1908
Проект_88,Сотрудник_1395,Тестировщик,68135,281410,Сотрудник_1232
Проект_40,Сотрудник_1396,Тестировщик,51884,737713,Сотрудник_177
Проект_27,Сотрудник_1397,Разработчик,61636,934999,Сотрудник_1329
Проект_13,Сотрудник_1398,Разработчик,73157,672979,Сотрудник_545
Проект_86,Сотрудник_1399,Тестировщик,51424,418678,Сотрудник_1417
Проект_79,Сотрудник_1400,Тестировщик,50830,394683,Сотрудник_1357
Проект_78,Сотрудник_1401,Менеджер,97438,724686,Сотрудник_1055
Проект_90,Сотрудник_1402,Аналитик,56898,330818,Сотрудник_1813
Проект_39,Сотрудник_1403,Менеджер,60047,565795,Сотрудник_843
Проект_31,Сотрудник_1404,Тестировщик,51292,558898,Сотрудник_88
Проект_10,Сотрудник_1405,Разработчик,77420,501205,Сотрудник_1908
Проект_17,Сотрудник_1406,Аналитик,94219,217276,Сотрудник_472
Проект_26,Сотрудник_1407,Тестировщик,98224,746774,Сотрудник_1402
Проект_46,Сотрудник_1408,Аналитик,111619,113218,Сотрудник_1227
Проект_52,Сотрудник_1409,Аналитик,57825,987200,Сотрудник_560
Проект_27,Сотрудник_1410,Разработчик,74049,934999,Сотрудник_1329
Проект_53,Сотрудник_1411,Менеджер,73405,615729,Сотрудник_447
Проект_38,Сотрудник_1412,Менеджер,73741,761423,Сотрудник_1625
Проект_18,Сотрудник_1413,Менеджер,111108,661734,Сотрудник_945
Проект_54,Сотрудник_1414,Аналитик,59578,179402,Сотрудник_1709
Проект_31,Сотрудник_1415,Менеджер,72505,558898,Сотрудник_88
Проект_52,Сотрудник_1416,Разработчик,88986,987200,Сотрудник_560
Проект_6,Сотрудник_1417,Менеджер,61255,216367,Сотрудник_473
Проект_67,Сотрудник_1418,Аналитик,98919,676269,Сотрудник_670
Проект_25,Сотрудник_1419,Разработчик,86699,227148,Сотрудник_645
Проект_72,Сотрудник_1420,Тестировщик,88528,109137,Сотрудник_727
Проект_94,Сотрудник_1421,Тестировщик,68792,264355,Сотрудник_1535
Проект_69,Сотрудник_1422,Разработчик,118422,311255,Сотрудник_1267
Проект_46,Сотрудник_1423,Тестировщик,52998,113218,Сотрудник_1227
Проект_64,Сотрудник_1424,Менеджер,99936,983604,Сотрудник_1956
Проект_20,Сотрудник_1425,Аналитик,84827,264373,Сотрудник_1566
Проект_24,Сотрудник_1426,Тестировщик,67532,962628,Сотрудник_243
Проект_71,Сотрудник_1427,Менеджер,57526,139145,Сотрудник_313
Проект_94,Сотрудник_1428,Разработчик,98713,264355,Сотрудник_1535
Проект_4,Сотрудник_1429,Менеджер,67505,690245,Сотрудник_822
Проект_43,Сотрудник_1430,Менеджер,104277,986278,Сотрудник_1908
Проект_53,Сотрудник_1431,Разработчик,61088,615729,Сотрудник_447
Проект_80,Сотрудник_1432,Разработчик,85221,297013,Сотрудник_859
Проект_27,Сотрудник_1433,Разработчик,103165,934999,Сотрудник_1329
Проект_72,Сотрудник_1434,Менеджер,55436,109137,Сотрудник_727
Проект_47,Сотрудник_1435,Разработчик,114143,548656,Сотрудник_1883
Проект_71,Сотрудник_1436,Менеджер,76881,139145,Сотрудник_313
Проект_49,Сотрудник_1437,Аналитик,89781,260437,Сотрудник_1238
Проект_75,Сотрудник_1438,Аналитик,86380,584352,Сотрудник_213
Проект_58,Сотрудник_1439,Тестировщик,68332,988343,Сотрудник_1875
Проект_23,Сотрудник_1440,Разработчик,118471,598870,Сотрудник_174
Проект_10,Сотрудник_1441,Менеджер,88930,501205,Сотрудник_1908
Проект_19,Сотрудник_1442,Менеджер,102527,396884,Сотрудник_182
Проект_40,Сотрудник_1443,Менеджер,84058,737713,Сотрудник_177
Проект_96,Сотрудник_1444,Аналитик,72335,346560,Сотрудник_670
Проект_2,Сотрудник_1445,Менеджер,76635,123416,Сотрудник_1839
Проект_65,Сотрудник_1446,Тестировщик,78444,754662,Сотрудник_750
Проект_10,Сотрудник_1447,Тестировщик,62116,501205,Сотрудник_1908
Проект_60,Сотрудник_1448,Тестировщик,58600,573992,Сотрудник_1225
Проект_13,Сотрудник_1449,Менеджер,114554,672979,Сотрудник_545
Проект_62,Сотрудник_1450,Тестировщик,72390,809822,Сотрудник_1546
Проект_78,Сотрудник_1451,Разработчик,99306,724686,Сотрудник_1055
Проект_8,Сотрудник_1452,Менеджер,59482,282968,Сотрудник_895
Проект_15,Сотрудник_1453,Аналитик,69955,427206,Сотрудник_435
Проект_79,Сотрудник_1454,Тестировщик,65370,394683,Сотрудник_1357
Проект_13,Сотрудник_1455,Менеджер,52153,672979,Сотрудник_545
Проект_29,Сотрудник_1456,Менеджер,111470,626671,Сотрудник_1990
Проект_100,Сотрудник_1457,Менеджер,85762,575981,Сотрудник_1736
Проект_30,Сотрудник_1458,Аналитик,84316,968469,Сотрудник_595
Проект_21,Сотрудник_1459,Разработчик,111562,931791,Сотрудник_1868
Проект_48,Сотрудник_1460,Менеджер,100999,323540,Сотрудник_1602
Проект_13,Сотрудник_1461,Аналитик,91139,672979,Сотрудник_545
Проект_4,Сотрудник_1462,Менеджер,106484,690245,Сотрудник_822
Проект_67,Сотрудник_1463,Аналитик,103861,676269,Сотрудник_670
Проект_73,Сотрудник_1464,Разработчик,94414,678024,Сотрудник_1570
Проект_25,Сотрудник_1465,Разработчик,85588,227148,Сотрудник_645
Проект_83,Сотрудник_1466,Менеджер,108480,701270,Сотрудник_106
Проект_78,Сотрудник_1467,Разработчик,87800,724686,Сотрудник_1055
Проект_58,Сотрудник_1468,Менеджер,97623,988343,Сотрудник_1875
Проект_38,Сотрудник_1469,Менеджер,108398,761423,Сотрудник_1625
Проект_1,Сотрудник_1470,Разработчик,118803,468446,Сотрудник_320
Проект_56,Сотрудник_1471,Тестировщик,100187,652383,Сотрудник_203
Проект_88,Сотрудник_1472,Менеджер,88645,281410,Сотрудник_1232
Проект_93,Сотрудник_1473,Менеджер,110010,320306,Сотрудник_1772
Проект_6,Сотрудник_1474,Тестировщик,110774,216367,Сотрудник_473
Проект_91,Сотрудник_1475,Менеджер,104396,552717,Сотрудник_172
Проект_24,Сотрудник_1476,Менеджер,106999,962628,Сотрудник_243
Проект_70,Сотрудник_1477,Разработчик,110383,189200,Сотрудник_1192
Проект_31,Сотрудник_1478,Менеджер,53581,558898,Сотрудник_88
Проект_65,Сотрудник_1479,Менеджер,69196,754662,Сотрудник_750
